,City,quadrat,species,TraitName,value
490,Halifax,5,Myosotis laxa,SLA,37.19333333
491,Halifax,5,Myosotis scorpioides,SLA,48.70537331
492,Halifax,5,Myrica gale,SLA,11.56247444
493,Halifax,5,Parthenocissus quinquefolia,SLA,15.12797111
494,Halifax,5,Persicaria maculosa,SLA,21.10396355
495,Halifax,5,Picea mariana,SLA,10.05217181
496,Halifax,5,Plantago major,SLA,19.21753432
497,Halifax,5,Plantago maritima,SLA,8.94
498,Halifax,5,Poa palustris,SLA,22.91009954
499,Halifax,5,Polygonum aviculare,SLA,24.10771288
500,Halifax,5,Potamogeton natans,SLA,26.93767617
501,Halifax,5,Potentilla norvegica,SLA,25.16418862
502,Halifax,5,Puccinellia maritima,SLA,11.4
503,Halifax,5,Ranunculus acris,SLA,23.77452224
504,Halifax,5,Ranunculus trichophyllus,SLA,28.23428571
505,Halifax,5,Rumex crispus,SLA,32.1
506,Halifax,5,Sagina procumbens,SLA,19.25
507,Halifax,5,Saponaria officinalis,SLA,23.35
508,Halifax,5,Solanum dulcamara,SLA,36.88374933
509,Halifax,5,Solidago canadensis,SLA,18.01481061
510,Halifax,5,Solidago rugosa,SLA,27.87812702
511,Halifax,5,Spergularia marina,SLA,15.49643537
512,Halifax,5,Spiraea alba,SLA,12.31830239
513,Halifax,5,Spiraea tomentosa,SLA,15.87671859
514,Halifax,5,Stellaria graminea,SLA,36.98689076
515,Halifax,5,Tanacetum vulgare,SLA,21.21383109
516,Halifax,5,Trifolium hybridum,SLA,25.58519184
517,Halifax,5,Trifolium pratense,SLA,23.99781398
518,Halifax,5,Trifolium repens,SLA,31.33099229
519,Halifax,5,Vaccinium angustifolium,SLA,40
520,Halifax,5,Vaccinium oxycoccos,SLA,9.705370688
521,Halifax,5,Veronica officinalis,SLA,28.3288
522,Montreal,1,Digitaria ischaemum,SLA,20.82899396
523,Montreal,1,Digitaria sanguinalis,SLA,37.28571429
524,Montreal,1,Diplotaxis muralis,SLA,22.082
525,Montreal,1,Diplotaxis tenuifolia,SLA,22.45
526,Montreal,1,Drosera anglica,SLA,17.8
527,Montreal,1,Dryopteris carthusiana,SLA,24.13285714
528,Montreal,1,Echinacea purpurea,SLA,7.22
529,Montreal,1,Echinochloa crus-galli,SLA,28.18295243
530,Montreal,1,Echinochloa muricata,SLA,20.04524887
531,Montreal,1,Echium vulgare,SLA,14.45
532,Montreal,1,Eleocharis erythropoda,SLA,14.15227852
533,Montreal,1,Elodea canadensis,SLA,39.72618421
534,Montreal,1,Elymus canadensis,SLA,21.87959701
535,Montreal,1,Elymus repens,SLA,25.83543171
536,Montreal,1,Elymus villosus,SLA,14.00405831
537,Montreal,1,Elymus virginicus,SLA,21.85247068
538,Montreal,1,Epilobium angustifolium,SLA,18.08406483
539,Montreal,1,Epilobium ciliatum,SLA,41.31818182
540,Montreal,1,Epilobium hirsutum,SLA,28.25516132
541,Montreal,1,Epipactis helleborine,SLA,33
542,Montreal,1,Equisetum arvense,SLA,16.06534319
543,Montreal,1,Equisetum hyemale,SLA,23.83129898
544,Montreal,1,Equisetum palustre,SLA,7.794
545,Montreal,1,Equisetum sylvaticum,SLA,24.40581798
546,Montreal,1,Eragrostis cilianensis,SLA,24.39162553
547,Montreal,1,Eragrostis minor,SLA,27.72593519
548,Montreal,1,Eragrostis pectinacea,SLA,17.57617166
549,Montreal,1,Erigeron annuus,SLA,28.09305288
550,Montreal,1,Erigeron philadelphicus,SLA,29.2184076
551,Montreal,1,Erigeron strigosus,SLA,21.26666667
552,Montreal,1,Eriophorum angustifolium,SLA,9.730025242
553,Montreal,1,Eruca vesicaria,SLA,15.37724692
554,Montreal,1,Erysimum cheiranthoides,SLA,25.6
555,Montreal,1,Euonymus alatus,SLA,26.05721045
556,Montreal,1,Euonymus europaeus,SLA,16.72040493
557,Montreal,1,Eupatorium perfoliatum,SLA,18.45325196
558,Montreal,1,Euphorbia cyparissias,SLA,20.515
559,Montreal,1,Euphorbia esula,SLA,17.36166667
560,Montreal,1,Euphorbia helioscopia,SLA,33.83333333
561,Montreal,1,Euphorbia peplus,SLA,37.75
562,Montreal,1,Fagus grandifolia,SLA,41.51294203
563,Montreal,1,Fallopia convolvulus,SLA,21.883804
564,Montreal,1,Festuca ovina,SLA,15.52124072
565,Montreal,1,Festuca rubra,SLA,20.27057375
566,Montreal,1,Fragaria vesca,SLA,24.48717949
567,Montreal,1,Fragaria virginiana,SLA,17.37634554
568,Montreal,1,Frangula alnus,SLA,23.24454167
569,Montreal,1,Fraxinus americana,SLA,37.7702549
570,Montreal,1,Fraxinus nigra,SLA,18.34025894
571,Montreal,1,Fraxinus pennsylvanica,SLA,18.44833003
572,Montreal,1,Galeopsis tetrahit,SLA,28.81111111
573,Montreal,1,Galinsoga parviflora,SLA,41.324
574,Montreal,1,Galium boreale,SLA,14.68428781
575,Montreal,1,Galium circaezans,SLA,28.70129875
576,Montreal,1,Galium mollugo,SLA,25.51485207
577,Montreal,1,Galium palustre,SLA,36.0609186
578,Montreal,1,Galium triflorum,SLA,35.71428571
579,Montreal,1,Geranium pratense,SLA,21.04374563
580,Montreal,1,Geum canadense,SLA,17.24399494
581,Montreal,1,Geum rivale,SLA,23.56808909
582,Montreal,1,Glechoma hederacea,SLA,36.02505991
583,Montreal,1,Gleditsia triacanthos,SLA,31.1
584,Montreal,1,Glyceria canadensis,SLA,18.54646915
585,Montreal,1,Glyceria grandis,SLA,37.85
586,Montreal,1,Glyceria striata,SLA,17.90419162
587,Montreal,1,Gymnocarpium dryopteris,SLA,57.82749548
588,Montreal,1,Helianthus annuus,SLA,11.55011541
589,Montreal,1,Helianthus tuberosus,SLA,12.9119426
590,Montreal,1,Hepatica nobilis,SLA,36.118
591,Montreal,1,Heracleum sphondylium,SLA,21.38319208
592,Montreal,1,Hesperis matronalis,SLA,33.03163435
593,Montreal,1,Hibiscus trionum,SLA,19.05982906
594,Montreal,1,Hieracium maculatum,SLA,20.114
595,Montreal,1,Hieracium murorum,SLA,44.734
596,Montreal,1,Hieracium umbellatum,SLA,19.65
597,Montreal,1,Hippuris vulgaris,SLA,35.1
598,Montreal,1,Hordeum jubatum,SLA,23.55232576
599,Montreal,1,Humulus lupulus,SLA,21.72642916
600,Montreal,1,Hyoscyamus niger,SLA,42.25062147
601,Montreal,1,Hypericum perforatum,SLA,25.84784317
602,Montreal,1,Hypochaeris radicata,SLA,36.6434942
603,Montreal,1,Impatiens capensis,SLA,53.40375
604,Montreal,1,Impatiens glandulifera,SLA,38.3
605,Montreal,1,Impatiens pallida,SLA,80.79476093
606,Montreal,1,Impatiens parviflora,SLA,146.974
607,Montreal,1,Inula helenium,SLA,16.85
608,Montreal,1,Iris pseudacorus,SLA,15.30444444
609,Montreal,1,Iris versicolor,SLA,21.65829787
610,Montreal,1,Juglans cinerea,SLA,14.70588235
611,Montreal,1,Juglans nigra,SLA,15.38537048
612,Montreal,1,Juncus bufonius,SLA,16.27375446
613,Montreal,1,Juncus effusus,SLA,11.14538462
614,Montreal,1,Lactuca canadensis,SLA,23.11215437
615,Montreal,1,Lactuca serriola,SLA,19.33902404
616,Montreal,1,Lamium purpureum,SLA,38.45
617,Montreal,1,Laportea canadensis,SLA,11.89060642
618,Montreal,1,Lapsana communis,SLA,51.28465608
619,Montreal,1,Larix laricina,SLA,14.62905689
620,Montreal,1,Lathyrus latifolius,SLA,18.7
621,Montreal,1,Lathyrus pratensis,SLA,24.55304906
622,Montreal,1,Leersia oryzoides,SLA,31.72800743
623,Montreal,1,Leersia virginica,SLA,42.55319149
624,Montreal,1,Lepidium campestre,SLA,22.6
625,Montreal,1,Lepidium densiflorum,SLA,31.99319004
626,Montreal,1,Lepidium ruderale,SLA,20.91571146
627,Montreal,1,Lepidium virginicum,SLA,13.22983168
628,Montreal,1,Leucanthemum vulgare,SLA,19.63590226
629,Montreal,1,Lilium martagon,SLA,25.83877635
630,Montreal,1,Linaria vulgaris,SLA,19.98333333
631,Montreal,1,Linnaea borealis,SLA,33.33333333
632,Montreal,1,Lithospermum officinale,SLA,21.85
633,Montreal,1,Lobelia cardinalis,SLA,24.50286848
634,Montreal,1,Lobelia inflata,SLA,36.97058214
635,Montreal,1,Lobelia siphilitica,SLA,14.24501425
636,Montreal,1,Lolium multiflorum,SLA,24.848
637,Montreal,1,Lolium perenne,SLA,28.62474798
638,Montreal,1,Lonicera periclymenum,SLA,17.48992857
639,Montreal,1,Lonicera xylosteum,SLA,18.72654299
640,Montreal,1,Lotus corniculatus,SLA,22.29546114
641,Montreal,1,Ludwigia palustris,SLA,32.343
642,Montreal,1,Luzula pilosa,SLA,25.1
643,Montreal,1,Lycopus americanus,SLA,17.26671455
644,Montreal,1,Lysimachia nummularia,SLA,27.65
645,Montreal,1,Lysimachia thyrsiflora,SLA,38
646,Montreal,1,Lythrum salicaria,SLA,21.04374844
647,Montreal,1,Maianthemum canadense,SLA,34.5
648,Montreal,1,Maianthemum racemosum,SLA,22.298438
649,Montreal,1,Malva moschata,SLA,20.03333333
650,Montreal,1,Malva neglecta,SLA,24.67864078
651,Montreal,1,Malva sylvestris,SLA,22.5
652,Montreal,1,Matricaria discoidea,SLA,28.71640662
653,Montreal,1,Matteuccia struthiopteris,SLA,27.4877891
654,Montreal,1,Medicago lupulina,SLA,27.95847775
655,Montreal,1,Medicago sativa,SLA,21.92874583
656,Montreal,1,Melilotus albus,SLA,31.25
657,Montreal,1,Melilotus officinalis,SLA,18.69256475
658,Montreal,1,Mentha arvensis,SLA,40.98280112
659,Montreal,1,Mentha spicata,SLA,22.5
660,Montreal,1,Mercurialis annua,SLA,49.246
661,Montreal,1,Mimulus ringens,SLA,35.15322727
662,Montreal,1,Monarda fistulosa,SLA,26.50217785
663,Montreal,1,Myosotis arvensis,SLA,26.85
664,Montreal,1,Myosotis laxa,SLA,37.19333333
665,Montreal,1,Myosotis scorpioides,SLA,48.70537331
666,Montreal,1,Myosotis sylvatica,SLA,29.68
667,Montreal,1,Myriophyllum spicatum,SLA,24.96666667
668,Montreal,1,Nasturtium officinale,SLA,44.45925926
669,Montreal,1,Nepeta cataria,SLA,28.33682896
670,Montreal,1,Oenothera biennis,SLA,19.57478971
671,Montreal,1,Oenothera perennis,SLA,48.7
672,Montreal,1,Onoclea sensibilis,SLA,34.9493223
673,Montreal,1,Origanum vulgare,SLA,26.43550394
674,Montreal,1,Ornithogalum umbellatum,SLA,13.2
675,Montreal,1,Orthilia secunda,SLA,17.61204085
676,Montreal,1,Osmunda regalis,SLA,17.132
677,Montreal,1,Ostrya virginiana,SLA,44.54846555
678,Montreal,1,Panicum capillare,SLA,27.35044754
679,Montreal,1,Panicum dichotomiflorum,SLA,20
680,Montreal,1,Panicum virgatum,SLA,21.57178076
681,Montreal,1,Parietaria pensylvanica,SLA,31.25
682,Montreal,1,Parthenocissus quinquefolia,SLA,15.12797111
683,Montreal,1,Parthenocissus tricuspidata,SLA,27.66808981
684,Montreal,1,Pastinaca sativa,SLA,32.93333333
685,Montreal,1,Penthorum sedoides,SLA,28.60576923
686,Montreal,1,Persicaria maculosa,SLA,21.10396355
687,Montreal,1,Phalaris arundinacea,SLA,29.91298619
688,Montreal,1,Phegopteris connectilis,SLA,42.654
689,Montreal,1,Phleum pratense,SLA,25.94907946
690,Montreal,1,Phragmites australis,SLA,15.16013897
691,Montreal,1,Phryma leptostachya,SLA,50.2
692,Montreal,1,Physocarpus opulifolius,SLA,24.3902439
693,Montreal,1,Phytolacca americana,SLA,28.05255023
694,Montreal,1,Picea abies,SLA,3.787570986
695,Montreal,1,Picea glauca,SLA,9.023302841
696,Montreal,1,Pilea pumila,SLA,39.5256917
697,Montreal,1,Pilosella officinarum,SLA,19.77924312
698,Montreal,1,Pinus resinosa,SLA,10.23
699,Montreal,1,Pinus strobus,SLA,18.98543681
700,Montreal,1,Pinus sylvestris,SLA,6.20566529
701,Montreal,1,Plantago lanceolata,SLA,18.61644659
702,Montreal,1,Plantago major,SLA,19.21753432
703,Montreal,1,Plantago media,SLA,18.62800233
704,Montreal,1,Plantago rugelii,SLA,16.09650692
705,Montreal,1,Poa angustifolia,SLA,18.22
706,Montreal,1,Poa annua,SLA,39.24986252
707,Montreal,1,Poa compressa,SLA,19.86443948
708,Montreal,1,Poa nemoralis,SLA,44.07294939
709,Montreal,1,Poa palustris,SLA,22.91009954
710,Montreal,1,Poa pratensis,SLA,22.78949607
711,Montreal,1,Poa trivialis,SLA,30.68404761
712,Montreal,1,Polygonum aviculare,SLA,24.10771288
713,Montreal,1,Polygonum douglasii,SLA,11.95809462
714,Montreal,1,Polygonum ramosissimum,SLA,12.75510204
715,Montreal,1,Populus alba,SLA,11.08504403
716,Montreal,1,Populus balsamifera,SLA,14.05348631
717,Montreal,1,Populus deltoides,SLA,12.98701299
718,Montreal,1,Populus grandidentata,SLA,13.58225983
719,Montreal,1,Populus nigra,SLA,11.54303382
720,Montreal,1,Populus tremuloides,SLA,14.4471715
721,Montreal,1,Portulaca oleracea,SLA,17.47752773
722,Montreal,1,Potamogeton natans,SLA,26.93767617
723,Montreal,1,Potamogeton nodosus,SLA,34.91308442
724,Montreal,1,Potentilla argentea,SLA,16.7
725,Montreal,1,Potentilla intermedia,SLA,20.595
726,Montreal,1,Potentilla norvegica,SLA,25.16418862
727,Montreal,1,Potentilla recta,SLA,17.46285714
728,Montreal,1,Potentilla simplex,SLA,31.4
729,Montreal,1,Prunella vulgaris,SLA,25.81820369
730,Montreal,1,Prunus serotina,SLA,15.62238239
731,Montreal,1,Pseudognaphalium macounii,SLA,18.96143081
732,Montreal,1,Pteridium aquilinum,SLA,29.83498362
733,Montreal,1,Puccinellia distans,SLA,28.89743426
734,Montreal,1,Pyrola elliptica,SLA,20.1
735,Montreal,1,Pyrus communis,SLA,7.407407407
736,Montreal,1,Quercus macrocarpa,SLA,18.24017094
737,Montreal,1,Quercus rubra,SLA,15.60681842
738,Montreal,1,Ranunculus acris,SLA,23.77452224
739,Montreal,1,Ranunculus repens,SLA,26.03352496
740,Montreal,1,Ranunculus sceleratus,SLA,37.05
741,Montreal,1,Ranunculus trichophyllus,SLA,28.23428571
742,Montreal,1,Reynoutria japonica,SLA,18.92
743,Montreal,1,Rhamnus cathartica,SLA,19.4923213
744,Montreal,1,Rhus glabra,SLA,19.053
745,Montreal,1,Rhus typhina,SLA,16.05139554
746,Montreal,1,Ribes nigrum,SLA,19.89662135
747,Montreal,1,Ribes rubrum,SLA,30.12884801
748,Montreal,1,Robinia pseudoacacia,SLA,24.43009524
749,Montreal,1,Rorippa islandica,SLA,25.6
750,Montreal,1,Rorippa palustris,SLA,51.16545455
751,Montreal,1,Rorippa sylvestris,SLA,39.95
752,Montreal,1,Rosa glauca,SLA,11.0864745
753,Montreal,1,Rosa rubiginosa,SLA,11.22
754,Montreal,1,Rosa rugosa,SLA,10.4209838
755,Montreal,1,Rubus corchorifolius,SLA,29.18532036
756,Montreal,1,Rubus idaeus,SLA,23.09890146
757,Montreal,1,Rubus occidentalis,SLA,40.38255557
758,Montreal,1,Rubus parviflorus,SLA,44.936
759,Montreal,1,Rudbeckia hirta,SLA,19.36240064
760,Montreal,1,Rumex acetosella,SLA,21.91769484
761,Montreal,1,Rumex crispus,SLA,32.1
762,Montreal,1,Rumex obtusifolius,SLA,31.79408494
763,Montreal,1,Sagina procumbens,SLA,19.25
764,Montreal,1,Sagittaria latifolia,SLA,34.02985075
765,Montreal,1,Sagittaria sagittifolia,SLA,26.099
766,Montreal,1,Salix alba,SLA,11.65600289
767,Montreal,1,Salix exigua,SLA,9.99075
768,Montreal,1,Salix fragilis,SLA,9.610710776
769,Montreal,1,Salix lucida,SLA,10.22385
770,Montreal,1,Salix nigra,SLA,16.39344262
771,Montreal,1,Salix pentandra,SLA,14.3472023
772,Montreal,1,Salix triandra,SLA,11.36186787
773,Montreal,1,Sambucus canadensis,SLA,24.45743607
774,Montreal,1,Sambucus ebulus,SLA,22.5
775,Montreal,1,Sambucus racemosa,SLA,23.65514722
776,Montreal,1,Sanicula europaea,SLA,30.95
777,Montreal,1,Saponaria officinalis,SLA,23.35
778,Montreal,1,Scirpus atrovirens,SLA,24.77700694
779,Montreal,1,Scirpus cyperinus,SLA,15.75299307
780,Montreal,1,Scutellaria galericulata,SLA,41.03222222
781,Montreal,1,Scutellaria parvula,SLA,16.66666667
782,Montreal,1,Securigera varia,SLA,25.63981043
783,Montreal,1,Sedum acre,SLA,11.6047619
784,Montreal,1,Senecio viscosus,SLA,22.46666667
785,Montreal,1,Senecio vulgaris,SLA,27.24835169
786,Montreal,1,Setaria viridis,SLA,26.96617218
787,Montreal,1,Sherardia arvensis,SLA,22.46666667
788,Montreal,1,Sicyos angulatus,SLA,26.04166667
789,Montreal,1,Silene latifolia,SLA,21.625
790,Montreal,1,Silene noctiflora,SLA,21.9
791,Montreal,1,Silene vulgaris,SLA,20.3
792,Montreal,1,Sinapis alba,SLA,14.6
793,Montreal,1,Sinapis arvensis,SLA,28.65
794,Montreal,1,Sisymbrium altissimum,SLA,20.8
795,Montreal,1,Sisymbrium loeselii,SLA,20.55333333
796,Montreal,1,Sisymbrium officinale,SLA,26.71666667
797,Montreal,1,Sium suave,SLA,17.16738197
798,Montreal,1,Solanum dulcamara,SLA,36.88374933
799,Montreal,1,Solanum nigrum,SLA,25.225
800,Montreal,1,Solidago canadensis,SLA,18.01481061
801,Montreal,1,Solidago gigantea,SLA,18.22020202
802,Montreal,1,Solidago nemoralis,SLA,20.00234429
803,Montreal,1,Solidago petiolaris,SLA,16.04089992
804,Montreal,1,Solidago rugosa,SLA,27.87812702
805,Montreal,1,Sonchus arvensis,SLA,21.54444444
806,Montreal,1,Sonchus asper,SLA,40.0028459
807,Montreal,1,Sonchus oleraceus,SLA,39.65001051
808,Montreal,1,Sorbaria sorbifolia,SLA,29.08346685
809,Montreal,1,Sorbus aucuparia,SLA,14.48189318
810,Montreal,1,Spergularia rubra,SLA,18.2950041
811,Montreal,1,Spiraea alba,SLA,12.31830239
812,Montreal,1,Sporobolus heterolepis,SLA,11.33786848
813,Montreal,1,Sporobolus neglectus,SLA,13.49527665
814,Montreal,1,Stachys palustris,SLA,43.4
815,Montreal,1,Stellaria graminea,SLA,36.98689076
816,Montreal,1,Stellaria media,SLA,53.66986073
817,Montreal,1,Strophostyles helvola,SLA,27.77777778
818,Montreal,1,Symphoricarpos albus,SLA,17.83333333
819,Montreal,1,Symphyotrichum lanceolatum,SLA,10.14198783
820,Montreal,1,Syringa vulgaris,SLA,14.18888889
821,Montreal,1,Tanacetum parthenium,SLA,38.05802469
822,Montreal,1,Tanacetum vulgare,SLA,21.21383109
823,Montreal,1,Teucrium canadense,SLA,16.83501684
824,Montreal,1,Thuja occidentalis,SLA,17.62327231
825,Montreal,1,Tilia americana,SLA,31.64053834
826,Montreal,1,Tragopogon pratensis,SLA,18.82363636
827,Montreal,1,Trifolium hybridum,SLA,25.58519184
828,Montreal,1,Trifolium pratense,SLA,23.99781398
829,Montreal,1,Trifolium repens,SLA,31.33099229
830,Montreal,1,Tropaeolum majus,SLA,33.01909091
831,Montreal,1,Tsuga canadensis,SLA,19.053
832,Montreal,1,Tussilago farfara,SLA,16.92105505
833,Montreal,1,Typha angustifolia,SLA,6.97
834,Montreal,1,Typha latifolia,SLA,10.09537329
835,Montreal,1,Ulmus americana,SLA,15.99664081
836,Montreal,1,Ulmus glabra,SLA,16.09722564
837,Montreal,1,Ulmus pumila,SLA,9.725793213
838,Montreal,1,Ulmus rubra,SLA,12.98701299
839,Montreal,1,Ulmus thomasii,SLA,12.98701299
840,Montreal,1,Urtica dioica,SLA,28.71753214
841,Montreal,1,Vaccinium angustifolium,SLA,40
842,Montreal,1,Vaccinium corymbosum,SLA,19.59067596
843,Montreal,1,Valeriana officinalis,SLA,35.53571429
844,Montreal,1,Verbascum thapsus,SLA,15.79535676
845,Montreal,1,Verbena hastata,SLA,21.82568976
846,Montreal,1,Verbena simplex,SLA,11.85
847,Montreal,1,Verbena urticifolia,SLA,17.09401709
848,Montreal,1,Veronica agrestis,SLA,55.2
849,Montreal,1,Veronica arvensis,SLA,27.55216667
850,Montreal,1,Veronica chamaedrys,SLA,30.96202691
851,Montreal,1,Veronica peregrina,SLA,18.5915493
852,Montreal,1,Veronica scutellata,SLA,51.7
853,Montreal,1,Veronica serpyllifolia,SLA,23.1
854,Montreal,1,Viburnum opulus,SLA,19.51662167
855,Montreal,1,Vicia cracca,SLA,24.82200746
856,Montreal,1,Vicia sepium,SLA,36.19173994
857,Montreal,1,Vicia tetrasperma,SLA,34.75
858,Montreal,1,Vinca minor,SLA,24.7
859,Montreal,1,Viola canadensis,SLA,38.65160547
860,Montreal,1,Viola canina,SLA,24.36501502
861,Montreal,1,Viola sororia,SLA,15.98593006
862,Montreal,1,Viola tricolor,SLA,28.33
863,Montreal,1,Xanthium strumarium,SLA,18.49028308
864,Montreal,1,Zizia aurea,SLA,24.82040143
865,Montreal,2,Diplotaxis tenuifolia,SLA,22.45
866,Montreal,2,Echinochloa muricata,SLA,20.04524887
867,Montreal,2,Elodea canadensis,SLA,39.72618421
868,Montreal,2,Elymus repens,SLA,25.83543171
869,Montreal,2,Elymus virginicus,SLA,21.85247068
870,Montreal,2,Epilobium hirsutum,SLA,28.25516132
871,Montreal,2,Epipactis helleborine,SLA,33
872,Montreal,2,Equisetum arvense,SLA,16.06534319
873,Montreal,2,Equisetum hyemale,SLA,23.83129898
874,Montreal,2,Equisetum palustre,SLA,7.794
875,Montreal,2,Equisetum sylvaticum,SLA,24.40581798
876,Montreal,2,Erigeron annuus,SLA,28.09305288
877,Montreal,2,Erigeron strigosus,SLA,21.26666667
878,Montreal,2,Erysimum cheiranthoides,SLA,25.6
879,Montreal,2,Fallopia convolvulus,SLA,21.883804
880,Montreal,2,Frangula alnus,SLA,23.24454167
881,Montreal,2,Fraxinus pennsylvanica,SLA,18.44833003
882,Montreal,2,Hepatica nobilis,SLA,36.118
883,Montreal,2,Hordeum jubatum,SLA,23.55232576
884,Montreal,2,Inula helenium,SLA,16.85
885,Montreal,2,Iris versicolor,SLA,21.65829787
886,Montreal,2,Juglans nigra,SLA,15.38537048
887,Montreal,2,Juniperus communis,SLA,11.79668995
888,Montreal,2,Lactuca serriola,SLA,19.33902404
889,Montreal,2,Laportea canadensis,SLA,11.89060642
890,Montreal,2,Larix laricina,SLA,14.62905689
891,Montreal,2,Leersia oryzoides,SLA,31.72800743
892,Montreal,2,Leersia virginica,SLA,42.55319149
893,Montreal,2,Lepidium densiflorum,SLA,31.99319004
894,Montreal,2,Lithospermum officinale,SLA,21.85
895,Montreal,2,Lobelia cardinalis,SLA,24.50286848
896,Montreal,2,Ludwigia palustris,SLA,32.343
897,Montreal,2,Lycopus americanus,SLA,17.26671455
898,Montreal,2,Lysimachia nummularia,SLA,27.65
899,Montreal,2,Lysimachia thyrsiflora,SLA,38
900,Montreal,2,Lythrum salicaria,SLA,21.04374844
901,Montreal,2,Maianthemum canadense,SLA,34.5
902,Montreal,2,Melilotus albus,SLA,31.25
903,Montreal,2,Mentha arvensis,SLA,40.98280112
904,Montreal,2,Mimulus ringens,SLA,35.15322727
905,Montreal,2,Monarda fistulosa,SLA,26.50217785
906,Montreal,2,Myosotis laxa,SLA,37.19333333
907,Montreal,2,Myrica gale,SLA,11.56247444
908,Montreal,2,Myriophyllum spicatum,SLA,24.96666667
909,Montreal,2,Nepeta cataria,SLA,28.33682896
910,Montreal,2,Onoclea sensibilis,SLA,34.9493223
911,Montreal,2,Panicum capillare,SLA,27.35044754
912,Montreal,2,Pastinaca sativa,SLA,32.93333333
913,Montreal,2,Penthorum sedoides,SLA,28.60576923
914,Montreal,2,Persicaria maculosa,SLA,21.10396355
915,Montreal,2,Phalaris arundinacea,SLA,29.91298619
916,Montreal,2,Phragmites australis,SLA,15.16013897
917,Montreal,2,Physocarpus opulifolius,SLA,24.3902439
918,Montreal,2,Pilea pumila,SLA,39.5256917
919,Montreal,2,Pinus resinosa,SLA,10.23
920,Montreal,2,Pinus strobus,SLA,18.98543681
921,Montreal,2,Populus balsamifera,SLA,14.05348631
922,Montreal,2,Populus deltoides,SLA,12.98701299
923,Montreal,2,Populus grandidentata,SLA,13.58225983
924,Montreal,2,Potamogeton crispus,SLA,60.56666667
925,Montreal,2,Potamogeton natans,SLA,26.93767617
926,Montreal,2,Potamogeton nodosus,SLA,34.91308442
927,Montreal,2,Potentilla norvegica,SLA,25.16418862
928,Montreal,2,Prunus serotina,SLA,15.62238239
929,Montreal,2,Quercus macrocarpa,SLA,18.24017094
930,Montreal,2,Ranunculus sceleratus,SLA,37.05
931,Montreal,2,Rhamnus cathartica,SLA,19.4923213
932,Montreal,2,Rhus typhina,SLA,16.05139554
933,Montreal,2,Rorippa islandica,SLA,25.6
934,Montreal,2,Rorippa sylvestris,SLA,39.95
935,Montreal,2,Rumex verticillatus,SLA,15.36978881
936,Montreal,2,Sagittaria latifolia,SLA,34.02985075
937,Montreal,2,Salix alba,SLA,11.65600289
938,Montreal,2,Salix fragilis,SLA,9.610710776
939,Montreal,2,Salix lucida,SLA,10.22385
940,Montreal,2,Salix nigra,SLA,16.39344262
941,Montreal,2,Scirpus cyperinus,SLA,15.75299307
942,Montreal,2,Securigera varia,SLA,25.63981043
943,Montreal,2,Setaria viridis,SLA,26.96617218
944,Montreal,2,Sium suave,SLA,17.16738197
945,Montreal,2,Solidago canadensis,SLA,18.01481061
946,Montreal,2,Solidago nemoralis,SLA,20.00234429
947,Montreal,2,Sonchus arvensis,SLA,21.54444444
948,Montreal,2,Sparganium emersum,SLA,28.3
949,Montreal,2,Spergularia marina,SLA,15.49643537
950,Montreal,2,Spirodela polyrhiza,SLA,29.81
951,Montreal,2,Stellaria media,SLA,53.66986073
952,Montreal,2,Symphyotrichum lanceolatum,SLA,10.14198783
953,Montreal,2,Tanacetum vulgare,SLA,21.21383109
954,Montreal,2,Teucrium canadense,SLA,16.83501684
955,Montreal,2,Thuja occidentalis,SLA,17.62327231
956,Montreal,2,Tilia americana,SLA,31.64053834
957,Montreal,2,Tragopogon dubius,SLA,17.09715047
958,Montreal,2,Trifolium pratense,SLA,23.99781398
959,Montreal,2,Tsuga canadensis,SLA,19.053
960,Montreal,2,Tussilago farfara,SLA,16.92105505
961,Montreal,2,Typha latifolia,SLA,10.09537329
962,Montreal,2,Ulmus americana,SLA,15.99664081
963,Montreal,2,Ulmus thomasii,SLA,12.98701299
964,Montreal,2,Verbascum thapsus,SLA,15.79535676
965,Montreal,2,Verbena hastata,SLA,21.82568976
966,Montreal,2,Verbena simplex,SLA,11.85
967,Montreal,2,Veronica scutellata,SLA,51.7
968,Montreal,2,Vicia cracca,SLA,24.82200746
969,Montreal,2,Viola sororia,SLA,15.98593006
970,Montreal,2,Xanthium strumarium,SLA,18.49028308
971,Montreal,3,Digitaria ischaemum,SLA,20.82899396
972,Montreal,3,Echinochloa crus-galli,SLA,28.18295243
973,Montreal,3,Elymus repens,SLA,25.83543171
974,Montreal,3,Epipactis helleborine,SLA,33
975,Montreal,3,Equisetum arvense,SLA,16.06534319
976,Montreal,3,Erysimum cheiranthoides,SLA,25.6
977,Montreal,3,Euphorbia helioscopia,SLA,33.83333333
978,Montreal,3,Fallopia convolvulus,SLA,21.883804
979,Montreal,3,Juncus bufonius,SLA,16.27375446
980,Montreal,3,Leersia oryzoides,SLA,31.72800743
981,Montreal,3,Matricaria discoidea,SLA,28.71640662
982,Montreal,3,Panicum capillare,SLA,27.35044754
983,Montreal,3,Persicaria maculosa,SLA,21.10396355
984,Montreal,3,Phalaris arundinacea,SLA,29.91298619
985,Montreal,3,Poa annua,SLA,39.24986252
986,Montreal,3,Poa palustris,SLA,22.91009954
987,Montreal,3,Polygonum aviculare,SLA,24.10771288
